Title,Date,Genre,orig_lang,Revenue($),Budget($),country,score
Leatherface,20-Oct-17,"Horror, Thriller, Mystery", English,1476843,2200000,US,55
Pocahontas II: Journey to a New World,4-Aug-98,"Family, Adventure, Animation, Romance", English,198788188,135200000,US,55
The Unborn,9-Jan-09,"Horror, Thriller, Mystery", English,78208812,16000000,US,52
The Unforgivable,24-Nov-21,"Drama, Crime", English,848199124,96260000,US,75
Collide,5-Aug-22,"Thriller, Drama, Crime", English,5466698,29200000,US,54
Chained Heat,27-May-83,"Action, Crime, Drama, Thriller", English,6149983,1250000,US,52
Guy Ritchie's The Covenant,21-Apr-23,"Action, Drama, War", English,1240262,55000000,US,0
The Dreamers,1-Sep-03,"Drama, Romance", English,15121165,15000000,US,72
Batman Beyond: Return of the Joker,12-Dec-00,"Animation, Family, Action, Science Fiction", English,402252426,84000000,US,73
Bao,15-Jun-18,"Animation, Family, Fantasy", English,681749088,121000000,US,76
Avengers Grimm,17-Mar-15,"Action, Fantasy", English,836011985,117000000,US,40
Home Alone 4,3-Nov-02,"Comedy, Family, TV Movie", English,626174185,134300000,US,45
Leprechaun: Back 2 tha Hood,30-Dec-03,"Horror, Comedy", English,484249646,131400000,US,52
Outcast,27-Feb-15,action, English,5148503,25000000,US,51
Fat Ass Zombies,18-Feb-20,"Horror, Comedy", English,577173678,92800000,US,51
Virgin Territory,17-Dec-07,"Adventure, Action, Comedy, Romance", English,5473041,38000000,US,45
Jason X,26-Apr-02,"Horror, Science Fiction", English,16951798,14000000,US,48
The Ridiculous 6,11-Dec-15,"Western, Comedy", English,0,60000000,US,52
Jason Isbell: Running With Our Eyes Closed,7-Apr-23,"Documentary, Music", English,175269999,141600000,US,0
Crystal Skulls,6-Sep-14,"Adventure, Science Fiction, TV Movie, Horror, Fantasy, Mystery", English,631865870,163600000,US,50
Exorcist II: The Heretic,17-Jun-77,"Drama, Horror, Thriller", English,25011000,14000000,US,45
Slayers,21-Oct-22,"Horror, Comedy, Fantasy", English,883363665,98300000,US,44
Piranha 3DD,1-Jun-12,"Horror, Thriller, Comedy", English,8493728,5000000,US,44
Hilda and the Mountain King,30-Dec-21,"Animation, Adventure, Fantasy, Family, TV Movie", English,605174000,101600000,US,75
Lady and the Tramp,12-Nov-19,"Family, Romance, Comedy", English,0,60000000,US,73
David,6-Apr-97,"Drama, History, Adventure", English,153436247,15000000,US,76
Breach,18-Dec-20,"Science Fiction, Action, Horror", English,39328,4503757.2,US,43
Scooby-Doo! and the Reluctant Werewolf,13-Nov-88,"Animation, Comedy, Family, Mystery, TV Movie", English,316508150,114600000,US,74
Kill 'em All,6-Jun-17,"Action, Crime", English,290053262,161400000,US,54
Ash & Dust,11-Mar-22,"Crime, Thriller", English,474419075,73300000,US,44
My Girl,27-Nov-91,"Comedy, Drama", English,58011485,16500000,US,74
A Family's Secret,31-Aug-22,"Thriller, TV Movie", English,233023742,161000000,US,51
Aquaslash,23-Jun-20,"Horror, Comedy", English,570731258,98800000,US,41
"Happy Halloween, Scooby-Doo!",6-Oct-20,"Family, Animation, Mystery, Comedy", English,483699451,132000000,US,79
Ghosted,20-Apr-23,"Adventure, Action, Comedy, Romance", English,175269999,213000000,US,0
Blood and Bone,15-Sep-09,"Action, Drama, Thriller", English,53682168,3700000,US,74
What Lies Below,4-Dec-20,"Horror, Mystery, Thriller, Science Fiction", English,611381558,122800000,US,53
Renegades,21-Dec-18,"Thriller, Action", English,1521672,77500000,US,57
The Expendables 4,22-Sep-23,"Action, Adventure, Thriller, War", English,178359863,213940000,US,0
Time Pirates,9-Sep-22,"Comedy, Fantasy, Adventure", English,46369741,124940040,US,15
Siberia,13-Jul-18,"Crime, Romance, Thriller", English,2006704,2000000,US,47
The Butterfly Effect 2,10-Oct-06,"Drama, Science Fiction, Thriller", English,6717294,6000000,US,49
There's Someone Inside Your House,24-Sep-21,"Thriller, Horror, Mystery", English,499031018,116800000,US,55
Snoopy Presents: For Auld Lang Syne,9-Dec-21,"Animation, Family", English,590853673,59000000,US,73
Run & Gun,3-Nov-22,"Action, Thriller", English,605369896,141800000,US,43
Rosemary's Baby,12-Jun-68,"Drama, Horror, Thriller", English,33396740,3200000,US,78
Prisoner of Love,9-Jan-22,"Thriller, TV Movie, Drama", English,533622882,57300000,US,56
Meg 2: The Trench,4-Aug-23,"Science Fiction, Action, Horror, Thriller", English,178359863,231940000,US,0
Wait With Me,30-Mar-23,romance, English,180591247,114500000,US,45
The Bad Seed Returns,5-Sep-22,"Drama, Horror, Thriller, TV Movie", English,809510755,89800000,US,72
Z-O-M-B-I-E-S,16-Feb-18,"Music, Fantasy, Comedy, Romance, TV Movie", English,784656458,141000000,US,73
Legends of the Fall,16-Dec-94,"Adventure, Drama, Romance, War, Western", English,160502573,30000000,US,74
Diary of a Wimpy Kid: The Long Haul,19-May-17,"Comedy, Family", English,35609577,22000000,US,53
I Believe in Santa,14-Dec-22,"Romance, Comedy", English,246937807,116000000,US,54
The Tiger Rising,21-Jan-22,"Adventure, Family", English,580316477,195600000,US,53
Anaconda 3: Offspring,26-Jul-08,"Action, Horror, Adventure", English,524253076,117000000,US,48
Rock Dog 3: Battle the Beat,24-Jan-23,"Animation, Adventure, Comedy", English,212590973,127000000,US,56
Teen Titans Go! vs. Teen Titans,21-Jul-19,"Action, Animation", English,926074191,63180000,US,79
Dragonheart 3: The Sorcerer's Curse,24-Feb-15,fantasy, English,214524176,73400000,US,54
Doom: Annihilation,1-Oct-19,"Action, Science Fiction, Horror, Mystery", English,1168752662,120200000,US,49
Jerry & Marge Go Large,15-Jun-22,"Comedy, Drama", English,504735549,118000000,US,72
Jaws 3-D,22-Jul-83,"Thriller, Horror", English,87987055,20500000,US,44
Empire State,3-Sep-13,"Action, Drama", English,3639345,11000000,US,54
The Party at Kitty and Stud's,10-Feb-70,"Comedy, Drama", English,1240262,5000,US,32
12 Hour Shift,2-Oct-20,"Thriller, Horror, Comedy, Crime", English,825272362,115400000,US,54
Super Mario Bros. Mix,8-Sep-09,, English,175269999,167540000,US,0
Chevalier,21-Apr-23,"Drama, History", English,175269999,179600000,US,0
Leprechaun 4: In Space,25-Feb-97,"Comedy, Fantasy, Horror, Science Fiction", English,894602091,152500000,US,46
Jaws: The Revenge,17-Jul-87,"Adventure, Thriller, Horror", English,51881013,23000000,US,41
Barbie & Her Sisters in the Great Puppy Adventure,27-Oct-15,"Family, Animation, Adventure", English,555808782,139400000,US,73
Safer at Home,26-Feb-21,"Thriller, Horror", English,357244802,125000000,US,56
To Catch a Killer,21-Apr-23,"Action, Crime, Thriller, Mystery", English,175269999,231940000,US,0
Kill Bill: The Whole Bloody Affair,27-Mar-11,"Action, Crime, Thriller", English,275391819,55000000,US,80
Survive the Game,8-Oct-21,"Action, Thriller, Crime", English,403087774,125600000,US,56
Pride: A Seven Deadly Sins Story,8-Apr-23,thriller, English,178359863,160940000,US,0
Ben 10: Secret of the Omnitrix,10-Aug-07,"Animation, Science Fiction, Family", English,345008293,93000000,US,73
Lake Placid vs. Anaconda,25-Apr-15,"Action, Horror", English,451155000,108000000,US,52
Shottas,27-Feb-02,"Action, Adventure, Crime, Drama", English,82379369,200000,US,76
Pleasure or Pain,22-Oct-13,"Drama, Thriller", English,937727044,74200000,US,48
Striptease,28-Jun-96,"Comedy, Crime, Drama", English,113309743,50000000,US,56
Rise of the Mummy,3-Apr-21,"Horror, Science Fiction", English,348600148,108800000,US,54
Rosaline,11-Oct-22,"Comedy, Romance", English,327683157,110800000,US,73
Maybe I Do,27-Jan-23,"Comedy, Romance", English,4650308,7500000,US,53
How It Ends,13-Jul-18,"Science Fiction, Thriller, Mystery, Action, Adventure", English,0,20000000,US,53
Poison Ivy,8-May-92,"Thriller, Drama", English,1829804,3000000,US,54
Wish Upon,14-Jul-17,"Horror, Thriller, Fantasy", English,23477345,12000000,US,56
Jesse Rodriguez vs. Cristian Gonzalez,8-Apr-23,action, English,178359863,184600000,US,0
Dragons: Dawn Of The Dragon Racers,11-Nov-14,"Animation, Family, Adventure, Comedy, Fantasy", English,381739104,115140000,US,72
The Girl Who Escaped: The Kara Robinson Story,11-Feb-23,"Drama, Thriller, Crime", English,830669408,87600000,US,73
Deadpool: No Good Deed,3-Mar-17,"Action, Comedy, Crime", English,634448193,86000000,US,72
The Texas Chainsaw Massacre 2,22-Aug-86,"Comedy, Horror", English,8025872,4700000,US,57
Skiptrace,2-Sep-16,"Action, Comedy, Thriller, Mystery", English,58500000,32000000,US,56
The Ballad of Alan Batman,7-Apr-23,, English,175269999,167540000,US,0
Teenage Mutant Ninja Turtles: Mutant Mayhem,4-Aug-23,"Comedy, Animation, Family, Action, Adventure", English,178359863,211940000,US,0
The Warriors,9-Feb-79,"Action, Thriller", English,22490039,4000000,US,77
The Hurricane Heist,9-Mar-18,"Action, Crime, Thriller", English,33222314,40000000,US,57
Marmaduke,4-Jun-10,"Family, Comedy", English,89895930,50000000,US,53
Sliver,21-May-93,"Drama, Thriller", English,116300000,40000000,US,54
The Shop Around the Corner,12-Jan-40,"Comedy, Drama, Romance", English,777587613,159800000,US,83
Scooby-Doo! Pirates Ahoy!,19-Sep-06,"Fantasy, Animation, Comedy, Family, Mystery, Adventure", English,833102553,169000000,US,76
The House of the Lord,7-Apr-23,"Comedy, Horror, Western, Fantasy", English,1240262,3500,US,0
Day of Reckoning,8-Oct-16,"Science Fiction, Horror, Action", English,852389639,74100000,US,44
Jethica,13-Jan-23,"Comedy, Drama, Fantasy, Horror", English,420107149,185400000,US,51
Scooby-Doo! Camp Scare,14-Sep-10,"Animation, Comedy, Family, Mystery", English,1090154232,109400000,US,80
Friday the 13th: A New Beginning,22-Mar-85,"Horror, Mystery", English,21930418,2200000,US,53
Intersect,12-Feb-20,"Horror, Science Fiction, Thriller", English,397125735,154400000,US,57
Addams Family Reunion,22-Sep-98,"Family, Comedy, Fantasy, TV Movie", English,948498291,148800000,US,48
ARES 14,7-Apr-23,, English,175269999,167540000,US,0
Independence Daysaster,27-Jun-13,"Action, Science Fiction", English,0,1800000,US,46
Russia's Wild Tiger,30-Jan-22,"Documentary, Family", English,937727044,104000000,US,48
Frequency,28-Apr-00,"Science Fiction, Thriller", English,68079671,31000000,US,72
Mission: Impossible - Dead Reckoning Part One,14-Jul-23,"Action, Adventure, Thriller", English,1240262,290000000,US,0
Shark Night 3D,2-Sep-11,"Thriller, Horror", English,18877153,25000000,US,49
Improper Conduct,27-Sep-94,thriller, English,38139010,15541000,US,30
The Day,29-Aug-12,"Action, Drama, Horror, Science Fiction", English,851439386,136800000,US,51
Here Today,7-May-21,"Comedy, Drama", English,563161594,80600000,US,73
Tremors 5: Bloodlines,6-Oct-15,"Action, Adventure, Comedy, Horror, Science Fiction", English,391973824,182600000,US,55
Superman/Batman: Apocalypse,28-Sep-10,"Science Fiction, Action, Adventure, Animation, Family", English,169263709,3500000,US,72
The System,28-Oct-22,"Action, Crime, Thriller", English,781524700,147200000,US,82
Cha Cha Real Smooth,17-Jun-22,"Comedy, Drama, Romance", English,541920184,111400000,US,72
Rio Bravo,17-Mar-59,Western, English,5800000,29521149.2,US,79
Anacondas: Trail of Blood,27-Feb-09,"Action, Horror, Adventure", English,524253076,117000000,US,48
The Wonderful Winter of Mickey Mouse,18-Feb-22,animation, English,350558215,66000000,US,56
Chemical Hearts,21-Aug-20,"Drama, Romance", English,645835675,85000000,US,74
Stepmom,25-Dec-98,"Drama, Romance, Comedy", English,159745279,50000000,US,72
The Punisher,5-Oct-89,"Action, Thriller", English,54533774,33000000,US,57
"I’m Up, I’m Up",7-Apr-23,"Romance, Comedy", English,178359863,213940000,US,0
They Live,23-Nov-88,"Science Fiction, Action", English,13001044,4000000,US,73
King David,29-Mar-85,"Action, Adventure, History, Drama", English,5111099,22000000,US,53
Born a Champion,22-Jan-21,"Action, Drama", English,416924705,87600000,US,72
Sherlock: The Abominable Bride,5-Jan-16,"Crime, Drama, Mystery, TV Movie", English,810491789,120800000,US,79
Book of Shadows: Blair Witch 2,27-Oct-00,"Mystery, Thriller, Horror", English,47721314,15000000,US,42
The Return of the Texas Chainsaw Massacre,12-Mar-95,"Horror, Comedy", English,185898,600000,US,45
The Butterfly Effect 3: Revelations,9-Jan-09,"Science Fiction, Thriller, Drama, Crime", English,477116500,97000000,US,54
Captive State,15-Mar-19,"Science Fiction, Action, Horror, Thriller", English,9363210,25000000,US,56
Braindead,12-Feb-93,"Horror, Comedy", English,242623,3000000,US,74
Killer Bean Forever,9-Dec-09,"Adventure, Comedy, Animation, Family, Action, Thriller", English,562654854,204000000,US,73
Evil Eye,13-Oct-20,"Mystery, Thriller, Horror", English,678883511,146000000,US,55
Zombeavers,20-Mar-15,"Horror, Action, Comedy", English,14947,2401100,US,49
9 Songs,25-Jul-06,"Drama, Music, Romance", English,1574623,1000000,US,57
Primal: Tales of Savagery,21-Nov-19,"Action, Adventure, Animation, Drama", English,882269902,160600000,US,85
Sexual Predator,12-Feb-02,"Drama, Thriller", English,23335680,1000000,US,48
Codename: Kids Next Door - Operation Z.E.R.O.,11-Aug-06,"Animation, Science Fiction, TV Movie, Adventure, Family, Comedy, Fantasy, Mystery", English,372688562,114200000,US,80
Home Alone: The Holiday Heist,25-Nov-12,"Comedy, Family, TV Movie", English,774314338,109400000,US,52
Avengers Grimm: Time Wars,1-May-18,"Action, Adventure, Fantasy", English,763164622,133800000,US,48
Balto,22-Dec-95,"Family, Animation, Adventure", English,11348324,31000000,US,73
The Bad Batch,23-Jun-17,"Drama, Horror, Science Fiction", English,180851,6000000,US,52
Z-O-M-B-I-E-S 2,14-Feb-20,"Music, Romance, TV Movie", English,280518514,93000000,US,76
Animal Instincts,21-Oct-92,"Drama, Thriller", English,898538380,74000000,US,46
Women's Prison Massacre,1-Jan-85,"Action, Crime", English,198266608,114500000,US,44
In the Tall Grass,20-Sep-19,"Horror, Drama, Thriller", English,268769383,126800000,US,55
Batman vs. Robin,3-Apr-15,"Science Fiction, Action, Adventure, Animation", English,776750327,71800000,US,72
Reminiscence,7-Apr-23,"Drama, Romance", English,15449322,67972729,US,0
Justice League: War,21-Jan-14,"Animation, Action", English,5155325,3500000,US,75
Mirrors 2,19-Oct-10,"Horror, Mystery, Fantasy", English,741378179,124400000,US,56
The Sandlot,7-Apr-93,"Family, Comedy", English,34348444,7000000,US,75
Excuse Me,7-Apr-23,, English,1240262,100,US,0
Perry Mason: The Case of the Glass Coffin,14-May-91,"Drama, Thriller, Crime", English,632255439,84600000,US,74
The Grudge 3,12-May-09,"Mystery, Horror, Thriller", English,38610009,5000000,US,54
The Monster at the End of This Story,29-Oct-20,"Family, Animation", English,38139010,15541000,US,30
Asteroid City,16-Jun-23,"Comedy, Romance, Science Fiction", English,178359863,205000000,US,0
Aftermath,7-Apr-17,"Drama, Thriller", English,840809,10500000,US,57
Escape the Undertaker,5-Oct-21,"Horror, Mystery, Family", English,617914371,101140000,US,51
Kickboxer: Retaliation,26-Jan-18,"Action, Drama", English,4537,13000000,US,54
Lake Placid 3,21-Aug-10,"Horror, Action, Science Fiction, Thriller", English,3272708,2500000,US,52
Giving Hope: The Ni'cola Mitchell Story,9-Apr-23,"Drama, Crime, TV Movie", English,175269999,199600000,US,0
In the Name of Ben-Hur,2-Aug-16,action, English,461171408,118800000,US,41
Hilda Crack 7,7-Apr-23,"Comedy, Animation", English,175269999,156600000,US,0
The Blessing Bracelet,9-Apr-23,"TV Movie, Romance, Drama", English,178359863,213940000,US,0
The Ten Commandments,19-Oct-07,"Animation, Drama, Family, History", English,85433929,13500000,US,52
"ariana grande: excuse me, i love you",21-Dec-20,"Music, Documentary", English,704045289,106800000,US,82
"Monster High: Frights, Camera, Action!",25-Mar-14,"Family, Animation, Fantasy", English,547499183,100940000,US,73
Erax,17-Feb-22,"Mystery, Family", English,524253076,104000000,US,48
The Searchers,26-May-56,Western, English,6216423,3750000,US,78
Abraham Lincoln vs. Zombies,29-May-12,"Horror, Action, Thriller", English,1240262,150000,US,40
Universal Soldier: Day of Reckoning,30-Nov-12,"Action, Science Fiction, Thriller", English,1402307,11500000,US,55
Day of the Dead: Bloodline,5-Jan-18,"Action, Horror", English,2279595,8000000,US,46
Explorer: The Deepest Cave,30-May-22,"Documentary, TV Movie", English,937727044,137200000,US,47
Bermuda Tentacles,4-Apr-14,Science Fiction, English,554939984,97800000,US,41
King Kong,15-Mar-33,"Adventure, Fantasy, Horror", English,550517357,207000000,US,76
King Kong,15-Mar-33,"Adventure, Fantasy, Horror", English,90614445,23000000,US,76
King Kong,15-Mar-33,"Adventure, Fantasy, Horror", English,10001781,672000,US,76
Mercenaries,5-Aug-14,action, English,514469805,110800000,US,53
The Last Flight of Noah's Ark,24-Jun-80,"Adventure, Family", English,11000000,20502000,US,56
Dracula 2000,22-Dec-00,"Thriller, Horror, Action, Fantasy", English,33000377,28000000,US,52
Believe Me: The Abduction of Lisa McVey,30-Sep-18,"Drama, TV Movie", English,1046659332,67980000,US,81
The Death of the Incredible Hulk,18-Feb-90,"Action, Drama, Science Fiction, TV Movie", English,398272688,139200000,US,50
Zombie Strippers!,18-Apr-08,"Comedy, Horror", English,863034975,109000000,US,48
Peter Pan & Wendy,28-Apr-23,"Adventure, Fantasy, Family", English,175269999,213000000,US,0
Deep Blue Sea 2,17-Apr-18,"Action, Horror, Science Fiction", English,199768995,156000000,US,52
Hey Arnold! The Jungle Movie,23-Nov-17,"Family, Comedy, Animation, Adventure, TV Movie", English,945719756,123000000,US,77
RoboCop 3,5-Nov-93,"Action, Adventure, Crime, Science Fiction, Thriller", English,10696210,22000000,US,47
The Hills Run Red,12-Jun-09,"Horror, Thriller, Mystery", English,311918068,92400000,US,57
Sanctuary,19-May-23,"Drama, Thriller", English,175269999,102000000.2,US,0
"Jeremy Renner: The Diane Sawyer Interview - A Story of Terror, Survival and Triumph",6-Apr-23,"Documentary, TV Movie", English,175269999,141600000,US,0
The Chosen: Season 3  - Episodes 1 & 2,18-Nov-22,"Drama, History", English,1569323844,201000000,US,100
American Me,13-Mar-92,"Crime, Drama", English,392456482,131000000,US,74
Aliens in the Attic,31-Jul-09,"Adventure, Comedy, Family, Fantasy, Science Fiction", English,59551283,45000000,US,57
The Walking Deceased,20-Mar-15,"Comedy, Horror", English,43,2000000,US,53
Psycho,4-Dec-98,"Mystery, Thriller, Horror", English,37226218,20000000,US,51
Age of Tomorrow,10-Jun-14,"Thriller, Science Fiction, Action", English,38139010,15541000,US,30
Love Wrecked,21-Jan-07,"Family, Romance", English,667039926,150200000,US,51
Welcome Home,16-Nov-18,"Thriller, Horror", English,544681314,136000000,US,52
Grease 2,11-Jun-82,"Comedy, Music, Romance", English,15171476,13200000,US,51
Professor Marston and the Wonder Women,13-Oct-17,"Drama, Romance", English,1584759,26730400,US,72
Next-Door Nightmare,8-Jul-21,"Thriller, TV Movie, Drama", English,323696631,131600000,US,53
Mighty Morphin Power Rangers: Once & Always,19-Apr-23,"Action, Science Fiction, Fantasy, Family", English,175269999,231940000,US,0
Soul Plane,28-May-04,"Romance, Comedy", English,14553807,16000000,US,53
Freaks,12-Feb-32,"Drama, Horror", English,4679112,310607,US,78
A Jazzman's Blues,16-Sep-22,"Drama, Romance", English,381000858,80000000,US,77
Black Water,18-May-18,"Action, Thriller", English,1961411,4000000,US,56
Midnight Run,20-Jul-88,"Adventure, Comedy, Crime, Action, Thriller", English,81613606,30000000,US,72
South Park the Streaming Wars Part 2,13-Jul-22,"Animation, Comedy", English,693505653,92000000,US,74
Monster High: 13 Wishes,8-Oct-13,"Family, Fantasy, Animation", English,349670108,102800000,US,75
The Crucifixion,6-Oct-17,"Horror, Mystery, Thriller", English,6554322,5660000,US,57
Assassin 33 A.D.,24-Jan-20,Science Fiction, English,745203286,86000000,US,53
From Dusk Till Dawn 2: Texas Blood Money,16-Mar-99,"Crime, Action, Horror, Thriller", English,6374,5000000,US,46
Creepshow 3,24-Apr-06,"Horror, Comedy", English,615402938,91700000,US,46
Leprechaun in the Hood,28-Mar-00,"Horror, Comedy", English,159076352,108400000,US,50
Army of One,14-Dec-20,action, English,194023522,137100000,US,57
The Prince,22-Aug-14,"Thriller, Action", English,0,18000000,US,49
Alien Outpost,30-Jan-15,"Thriller, Action, Science Fiction", English,315510404,92400000,US,52
Escape Plan: The Extractors,2-Jul-19,action, English,18010312,3600000,US,53
Transformers: Prime Beast Hunters: Predacons Rising,4-Oct-13,"Action, Animation, Science Fiction", English,986918992,120800000,US,82
Stomp the Yard 2: Homecoming,10-Oct-10,"Drama, Music", English,396066427,81000000,US,55
Lake Placid 2,28-Apr-07,"Horror, Science Fiction", English,566930144,142800000,US,51
Gabriel's Inferno: Part III,19-Nov-20,"Romance, Comedy", English,1139752081,171600000,US,84
Sgt. Stubby: An American Hero,13-Apr-18,"Animation, Adventure, Family, History, War", English,3823620,25000000,US,77
American Ninja 2: The Confrontation,1-May-87,action, English,4000000,350000,US,54
Amityville: The Awakening,14-Nov-17,"Thriller, Horror", English,322945019,96200000,US,53
Primal,8-Nov-19,action, English,146863,9000000,US,57
Touch of Evil,30-Mar-58,"Crime, Thriller, Mystery", English,2247500,829000,US,78
Dahmer,21-Jun-02,"Crime, Drama, Thriller", English,144008,250000,US,53
2067,2-Oct-20,"Science Fiction, Thriller", English,438434428,148200000,US,53
Batman: Assault on Arkham,25-Jul-14,"Thriller, Animation, Action, Crime", English,4571025,9171548,US,74
Crocodile,26-Dec-00,"Horror, Action, Thriller", English,2854225,2800000,US,53
Battle for the Planet of the Apes,15-Jun-73,"Action, Science Fiction", English,8800000,1800000,US,57
South Park: The 25th Anniversary Concert,13-Aug-22,"Music, Comedy", English,23889706,70000,US,78
Swan Song,17-Dec-21,"Drama, Science Fiction", English,563390197,63000000,US,73
About Fate,9-Sep-22,"Romance, Comedy", English,412160901,96200000,US,75
Ben-Hur: A Tale of the Christ,30-Dec-25,"Adventure, Drama, Romance", English,9000000,3900000,US,74
Lego Scooby-Doo!: Haunted Hollywood,3-May-16,"Animation, Family, Comedy, Mystery", English,591061102,88600000,US,74
Scorned,14-Jul-93,"Drama, Thriller", English,734884074,76340000,US,52
"Ed, Edd n Eddy's Big Picture Show",8-Nov-09,"Comedy, Animation, Adventure, TV Movie", English,1054685990,91000000,US,73
Omen IV: The Awakening,20-May-91,"Horror, Mystery, Thriller", English,533025401,136400000,US,51
After We Leave,25-Feb-20,"Science Fiction, Drama", English,745706751,77400000,US,53
Resort to Love,29-Jul-21,"Romance, Comedy", English,517154102,110800000,US,73
Captain America,14-Dec-90,"Action, Adventure, Science Fiction, War", English,4396383,3000000,US,45
Little Manhattan,30-Sep-05,"Comedy, Romance", English,1117920,385373,US,72
Guilty as Sin,4-Jun-93,"Drama, Thriller, Mystery", English,22886222,2128009.2,US,57
How the Grinch Stole Christmas!,18-Dec-66,"Animation, Family, Comedy", English,63327999,315000,US,75
Amy,10-Jul-15,"Documentary, Music", English,8413144,25255933.2,US,76
Beethoven's Big Break,26-Dec-08,"Family, Comedy", English,404605096,124600000,US,52
"My Teacher, My Obsession",12-Jun-18,"Drama, Thriller, TV Movie", English,338539981,149000000,US,51
George of the Jungle 2,21-Oct-03,"Adventure, Comedy, Family", English,2207950,12000000,US,44
Arctic Predator,20-Aug-10,"Action, Science Fiction, Thriller", English,253160867,101000000,US,56
Ben 10 protiv Univerzuma: Film,10-Oct-20,"Animation, Action, Adventure, Science Fiction", English,807589933,124800000,US,77
Adventures in Babysitting,24-Jun-16,"TV Movie, Comedy, Family", English,82628035,9000000,US,74
Avengers: Quantum Encounter,14-Jul-22,, English,812667214,163600000,US,50
Between Worlds,21-Dec-18,"Action, Mystery, Thriller, Science Fiction", English,496222772,97000000,US,51
Joy Ride 3,3-Jun-14,"Thriller, Horror", English,344127932,122400000,US,55
Maggie Simpson in Playdate with Destiny,6-Mar-20,"Animation, Comedy, Family, Romance", English,347974830,151000000,US,74
"Scooby-Doo! And Krypto, Too!",5-Mar-23,"Animation, Family, Comedy, Mystery, Science Fiction", English,862567677,111300000,US,45
Monster High: Scaris City of Frights,3-Mar-13,"Animation, Fantasy", English,576291402,129000000,US,77
The Medallion,15-Aug-03,"Thriller, Fantasy, Action, Comedy", English,22108977,41000000,US,56
The Unheard,31-Mar-23,"Horror, Mystery, Thriller, Drama", English,872776677,134300000,US,46
Stolen,14-Sep-12,"Action, Crime, Thriller", English,17967746,35000000,US,54
Wonder Woman,3-Mar-09,"Action, Adventure, Animation, Fantasy, Science Fiction", English,817691766,150000000,US,72
Dr. Dolittle 2,22-Jun-01,"Comedy, Family, Romance, Fantasy", English,176101721,72000000,US,53
The Sky Is Everywhere,11-Feb-22,"Drama, Romance, Music", English,727702572,116000000,US,57
Blue Story,5-May-20,"Crime, Drama, Romance", English,5750000,1600000,US,73
Tremors 4: The Legend Begins,2-Jan-04,"Action, Comedy, Horror, Western", English,36660354,5000000,US,56
Stuck in Love,5-Jul-13,"Drama, Comedy", English,81071,765001.4,US,74
John and the Hole,6-Aug-21,"Drama, Thriller", English,25386,2128009.2,US,57
12 Feet Deep,20-Jun-17,"Thriller, Horror", English,6158,5342000,US,56
Tom and Jerry: The Lost Dragon,27-Jul-14,"Family, Animation, Comedy", English,217542136,115000000,US,57
Joy Ride 2: Dead Ahead,7-Oct-08,"Crime, Thriller, Horror", English,48763623,5000000,US,55
My Little Pony: Equestria Girls,16-Jun-13,"Animation, Comedy, Family, Fantasy, Music", English,485232,6209044.6,US,73
Scooby-Doo! and KISS: Rock and Roll Mystery,10-Jul-15,"Family, Animation, Comedy, Mystery", English,796928362,94600000,US,81
Dead Again in Tombstone,30-Aug-17,"Western, Action, Fantasy, Horror", English,870340803,154400000,US,51
The Day the Earth Stood Still,28-Sep-51,"Drama, Science Fiction", English,237370350,80000000,US,75
The Day the Earth Stood Still,28-Sep-51,"Drama, Science Fiction", English,3700000,1200000,US,75
Murder on the Orient Express,24-Nov-74,"Drama, Thriller, Mystery", English,351767147,55000000,US,72
The Poison Rose,24-May-19,"Thriller, Crime", English,323754,3265000,US,46
The Little Prince(ss),28-May-21,"Family, Drama", English,456883743,93800000,US,72
Moontrap: Target Earth,7-Feb-17,"Action, Science Fiction, Adventure", English,400536997,134500000,US,46
The Flyboys,15-Aug-08,"Adventure, Action", English,500107045,119400000,US,76
Barbie and the Secret Door,16-Sep-14,"Animation, Family", English,425732546,115500000,US,72
Batman: Year One,18-Oct-11,"Action, Animation, Crime", English,591092450,163500000,US,73
Invasion of the Body Snatchers,20-Dec-78,"Horror, Mystery, Science Fiction", English,24946533,3500000,US,72
Scream,8-Jan-81,"Horror, Mystery", English,138874789,24000000,US,41
Scream,8-Jan-81,"Horror, Mystery", English,173046640,15000000,US,41
Frankenstein,19-Nov-31,"Drama, Horror, Science Fiction", English,112006296,45000000,US,75
Backtrace,14-Dec-18,"Crime, Action, Thriller, Drama", English,936305669,117000000,US,53
Hellraiser: Deader,7-Jun-05,"Horror, Mystery, Thriller", English,6411511,4000000,US,46
Rage,9-May-14,"Action, Crime, Thriller", English,2424381,15000000,US,53
Darlin',9-Mar-19,"Horror, Thriller, Mystery", English,135557992,106000000,US,54
Vehicle 19,14-Jun-13,"Thriller, Action", English,704267152,103000000,US,54
3 Ninjas Kick Back,6-May-94,"Family, Adventure, Action, Comedy", English,11744960,20000000,US,55
Romeo and Juliet,25-Sep-68,"Drama, Romance", English,38901218,4340001.4,US,74
Teen Titans: Trouble in Tokyo,15-Sep-06,"Action, Animation, Family, Science Fiction, TV Movie", English,867111926,151000000,US,77
Kim Possible,15-Feb-19,"Family, Action, Adventure, Comedy, TV Movie", English,590920307,114200000,US,56
Don’t Leave Home,10-Mar-18,"Thriller, Mystery", English,937727044,139200000,US,47
Kill Switch,16-Jun-17,"Science Fiction, Action, Thriller", English,23525363,1000000,US,48
