Title,Date,Genre,orig_lang,Revenue($),Budget($),country,score
Animal Instincts II,24-Aug-94,"Drama, Thriller", English,38139010,14001040,US,26
Status Update,9-Feb-18,"Comedy, Fantasy, Science Fiction", English,670286403,55720000,US,74
The Condemned 2,6-Nov-15,action, English,554030386,75000000,US,51
The Bride of Frankenstein,20-Apr-35,"Drama, Horror, Science Fiction", English,2000000,393750,US,76
Wild Orchid,27-Apr-90,"Romance, Drama", English,11060485,7000000,US,53
Young Lady Chatterley,15-May-77,"Comedy, Drama", English,249632395,132200000,US,51
Future World,25-May-18,Science Fiction, English,439688164,96300000,US,44
Halo 3 Essentials,25-Sep-07,, English,175269999,167540000,US,0
Casper's Scare School,20-Oct-06,"Adventure, Animation, Comedy, Family, Fantasy", English,649084190,128800000,US,51
A Perfect World,24-Nov-93,"Crime, Drama, Thriller", English,135130999,30000000,US,75
Sofia the First: Once Upon a Princess,18-Nov-12,"Animation, Family", English,590853673,59000000,US,73
The King of Comedy,18-Feb-83,"Drama, Comedy", English,2536000,20000000,US,78
Assassin's Creed: Ascendance,16-Nov-10,"Animation, Action", English,234272533,80000000,US,57
Beasts of No Nation,16-Oct-15,"Drama, War", English,90777,6000000,US,76
Once Upon a Time in Venice,16-Jun-17,"Action, Comedy, Thriller, Mystery", English,855888,8520000,US,52
"Honey, I Blew Up the Kid",16-Jul-92,"Adventure, Comedy, Family, Science Fiction", English,58662452,40000000,US,52
Tooth Fairy 2,6-Mar-12,"Comedy, Family", English,26641255,5000000,US,50
The Outlaw Josey Wales,14-Jul-76,Western, English,31800000,3700000,US,75
The Christmas Chronicles,22-Nov-18,"Comedy, Adventure, Family, Fantasy", English,536395063,157400000,US,72
Big Driver,18-Oct-14,"Crime, Mystery, Thriller", English,481323479,173600000,US,57
My Fair Lady,21-Oct-64,"Romance, Drama, Music", English,72072607,17000000,US,75
The Equalizer 3,1-Sep-23,"Action, Thriller, Crime", English,175269999,205000000,US,0
Shane,23-Apr-53,"Drama, Western", English,20000000,3100000,US,75
The Last Song,31-Mar-10,"Drama, Family, Romance", English,92678948,20000000,US,72
Gabriel's Inferno: Part II,31-Jul-20,romance, English,1339895902,80872600,US,84
Frida,29-Aug-02,"Drama, Romance", English,56131239,12000000,US,74
The Saint,11-Jul-17,"Action, Adventure, Crime", English,169400000,90000000,US,53
House of the Dead 2,11-Feb-06,"TV Movie, Horror", English,1329069,6000000,US,47
Death Race 2050,17-Jan-17,"Action, Comedy, Science Fiction", English,187045374,114000000,US,42
Lemonade Mouth,15-Apr-11,"Drama, Comedy, TV Movie", English,542517315,117200000,US,75
Adventure Time,7-Dec-08,"Adventure, Animation, Comedy, Fantasy, Mystery", English,791131156,208000000,US,85
Wishmaster 4: The Prophecy Fulfilled,22-Oct-02,"Horror, Fantasy", English,1361418,500000,US,46
Nanny,23-Nov-22,"Horror, Drama", English,548186237,85800000,US,54
Piranhaconda,16-Jun-12,"Horror, Science Fiction, Comedy", English,8663342,1000000,US,51
Dracula,14-Feb-31,"Horror, Drama, Fantasy", English,700000,355000,US,72
Welcome to the Dollhouse,24-May-96,"Comedy, Drama", English,5034794,800000,US,72
Windfall,11-Mar-22,"Thriller, Crime, Drama", English,497940020,148000000,US,54
Quarantine 2: Terminal,16-Jun-11,"Horror, Mystery, Science Fiction", English,6747342,4000000,US,57
Stop! Or My Mom Will Shoot,21-Feb-92,"Action, Comedy", English,70611210,6345817.8,US,53
Monster High: Why Do Ghouls Fall in Love?,12-Feb-12,"Fantasy, Animation", English,452617671,145400000,US,79
Bad Company,7-Jun-02,"Action, Adventure, Comedy, Thriller", English,69157016,70000000,US,54
The Talented Mr. Ripley,25-Dec-99,"Thriller, Crime, Drama", English,128792130,40000000,US,72
TEKKEN: A Man Called X,12-Aug-14,action, English,836011985,101800000,US,40
Extraction,18-Dec-15,"Action, Thriller", English,0,65000000,US,46
Vengeance: A Love Story,15-Sep-17,"Action, Drama, Thriller", English,4526,25300000,US,56
Hellraiser: Bloodline,8-Mar-96,"Horror, Science Fiction", English,16675000,4000000,US,52
211,8-Jun-18,"Crime, Action, Drama", English,1052222,5380000,US,54
Collide,24-Feb-17,"Thriller, Action", English,5466698,29200000,US,55
The Con Is On,4-May-18,"Comedy, Crime", English,6667323,13000000,US,41
Cool World,10-Jul-92,"Animation, Comedy, Fantasy", English,14110589,30000000,US,56
Shrek the Musical,17-Sep-13,"Music, Comedy, Fantasy", English,613280132,116800000,US,73
After Sex,19-Feb-08,"Comedy, Romance, Drama", English,15327010,825000,US,55
Last Survivors,1-Oct-21,thriller, English,604531768,115000000,US,56
Malibu Shark Attack,25-Jul-09,"Horror, Action, TV Movie", English,3690228,3000000,US,43
Area 51,15-May-15,"Horror, Science Fiction, Mystery", English,7556,5000000,US,48
Embrace of the Vampire,30-May-95,"Horror, Fantasy", English,2862234,500000,US,49
The Devil Inside,6-Jan-12,"Thriller, Horror", English,101759490,1000000,US,47
Bitch Slap,8-Jan-10,"Drama, Action, Comedy, Thriller, Crime", English,199436,6900017.4,US,47
I.T.,23-Sep-16,thriller, English,3811827,13000000,US,54
Monster High: Haunted,24-Mar-15,"Animation, Family, Fantasy", English,697428874,113200000,US,74
Moxie,3-Mar-21,"Comedy, Drama, Music", English,622727955,124000000,US,74
Lucy Shimmers And The Prince Of Peace,19-Oct-20,"Family, Drama", English,734239057,139860000,US,84
Suite Française,5-Nov-14,"Drama, Romance, War", English,9104716,15000000,US,73
Megalodon,1-Feb-04,"Horror, Science Fiction, Adventure, Action, Thriller", English,909309627,134300000,US,46
Every Day,23-Feb-18,"Fantasy, Romance", English,12826031,4900000,US,72
Initiation,8-Oct-20,"Horror, Mystery", English,313072074,80300000,US,55
Behind the Trees,21-Nov-19,"Horror, Thriller, Mystery", English,380737638,211000000,US,56
Finders Keepers,18-Oct-14,"Mystery, Thriller, Horror", English,937727044,147200000,US,47
Nine Lives,5-Aug-16,"Fantasy, Comedy, Family", English,57814445,30000000,US,57
Flight 7500,3-Oct-14,"Thriller, Horror, Mystery", English,937727044,147200000,US,48
Journey to the Center of the Earth,1-Jul-08,"Action, Adventure, Science Fiction, Fantasy", English,243180937,45000000,US,40
Crossroads,14-Mar-86,"Drama, Music, Mystery, Romance", English,57000000,12000000,US,74
Crossroads,14-Mar-86,"Drama, Music, Mystery, Romance", English,0,500000,US,74
The Chosen: Season 3 Finale,2-Feb-23,"History, Drama", English,908144700,101680000,US,83
American Kamasutra,13-Dec-18,"Drama, Romance", English,625144640,107000000,US,46
"Monster High: Boo York, Boo York",19-Oct-15,"Animation, Family, Music", English,768479243,159200000,US,76
Wild Things: Diamonds in the Rough,19-Feb-05,"Crime, Drama, Mystery", English,616863030,165400000,US,49
Reaptown,28-Sep-20,"Horror, Thriller, Mystery", English,426024200,101800000,US,41
The Humanity Bureau,11-Jul-17,"Action, Science Fiction, Adventure", English,17544173,6000000,US,48
Shiloh,30-Nov-96,"Drama, Family", English,371501189,44400000,US,56
The Last Man,18-Jan-19,"Science Fiction, Action, Drama, Thriller", English,502896890,125000000,US,57
Southern Gospel,10-Mar-23,"History, Drama, Music", English,345020990,154400000,US,50
2-Headed Shark Attack,17-Jan-12,"Horror, Action, Thriller, Science Fiction", English,884382967,134300000,US,44
The Remains of the Day,19-Nov-93,"Drama, Romance", English,63954968,15000000,US,74
I Am a Sex Addict,14-Oct-05,"Comedy, Romance", English,419965615,128000000,US,57
A Good Man,19-Aug-14,action, English,3297831,7000000,US,51
Killing Season,12-Jul-13,"Action, Thriller", English,39881,4760000,US,55
Under the Sea: A Descendants Story,28-Sep-18,"Music, TV Movie, Fantasy", English,364944575,106000000,US,76
The Covenant,8-Sep-06,"Fantasy, Horror, Adventure, Action", English,38164784,20000000,US,55
Scooby-Doo and the Ghoul School,16-Oct-88,"Adventure, Animation, Mystery, Family, TV Movie, Comedy, Fantasy", English,525922995,102800000,US,74
The Jurassic Games,21-May-18,"Science Fiction, Action, Horror", English,1174699,28000000,US,47
Air Bud,1-Aug-97,"Comedy, Family", English,27788649,3000000,US,55
Bliss,5-Feb-21,"Science Fiction, Romance, Drama", English,671705693,47600000,US,56
Miss Americana,31-Jan-20,"Documentary, Music", English,558338404,173000000,US,79
Reprisal,31-Aug-18,"Action, Thriller, Crime", English,697811061,123800000,US,53
Monster High: Great Scarrier Reef,12-Feb-16,"Family, Animation", English,909434313,105640000,US,77
Sweetwater,14-Apr-23,"Drama, History", English,175269999,213000000,US,0
"A Fairly Odd Movie: Grow Up, Timmy Turner!",9-Jul-11,"Family, Fantasy, TV Movie", English,574573700,122800000,US,49
Serenity,25-Jan-19,"Thriller, Mystery, Drama", English,40319440,39000000,US,54
Serenity,25-Jan-19,"Thriller, Mystery, Drama", English,13008804,25000000,US,54
The Darkest Hour,25-Dec-11,"Horror, Action, Thriller, Science Fiction", English,64626786,34800000,US,53
Charade,5-Dec-63,"Comedy, Mystery, Romance", English,13475000,4000000,US,77
Dark Crimes,18-May-18,"Drama, Thriller", English,2264859,4480393,US,45
City Lights,7-Mar-31,"Comedy, Romance", English,4250000,1500000,US,83
Pooh's Grand Adventure: The Search for Christopher Robin,5-Aug-97,"Animation, Family, Adventure", English,573242066,69500000,US,72
That's Amor,25-Aug-22,"Romance, Comedy", English,618529102,71600000,US,51
Repossessed,14-Sep-90,"Comedy, Horror", English,1382462,3900000,US,51
Lake Placid: Legacy,28-May-18,"Horror, Action, Science Fiction, TV Movie", English,287132334,173000000,US,52
Heart Shot,17-Feb-22,"Romance, Crime", English,530453911,52000000,US,56
"Chill Out, Scooby-Doo!",4-Sep-07,"Family, Comedy, Animation, Adventure, Mystery", English,738390235,125800000,US,76
Pale Rider,28-Jun-85,Western, English,41410568,6900000,US,72
Little Richard: I Am Everything,11-Apr-23,"Documentary, Music", English,175269999,141600000,US,0
Open Water 2: Adrift,20-Feb-07,"Drama, Horror, Thriller", English,1382654,1200000,US,55
Life of Crime,29-Aug-14,"Comedy, Crime", English,265452,12000000,US,57
Annie Hall,20-Apr-77,"Comedy, Drama, Romance", English,38252270,4000000,US,78
The Visual Effects of 'Scary Movie 4',12-Aug-06,, English,178262620,45000000,US,43
LEGO® Scooby-Doo! Blowout Beach Bash,11-Jul-17,"Animation, Comedy, Family, Mystery", English,316508150,114600000,US,74
Marvel One-Shot: Agent Carter,3-Sep-13,"Action, Adventure, Science Fiction, Fantasy", English,616914790,135000000,US,73
An Eye for an Eye,14-Aug-81,"Adventure, Action, Crime", English,7680000,3820017.8,US,53
Clinical,13-Jan-17,"Thriller, Horror", English,322945019,96200000,US,53
Short Cuts,1-Oct-93,"Comedy, Drama", English,6110979,23550192,US,72
Dance Flick,22-May-09,"Music, Comedy, Action", English,32224624,25000000,US,46
Wishmaster 2: Evil Never Dies,12-Mar-99,"Fantasy, Horror", English,10531011,2500000,US,54
Casper's Haunted Christmas,31-Oct-00,"Animation, Family, Fantasy", English,564327423,196400000,US,54
Alone in the Dark,28-Jan-05,"Action, Fantasy, Horror", English,10588079,20000000,US,33
Stagecoach,3-Mar-39,"Western, Adventure, Action, Drama, Romance", English,1103757,531374,US,77
Incoming,4-May-18,"Action, Science Fiction, Thriller", English,486430114,112300000,US,43
The Shaggy Dog,10-Mar-06,"Comedy, Family", English,87123569,60000000,US,49
A Royal Winter,14-Jan-17,"Romance, TV Movie", English,571836977,106000000,US,72
Wild Things 2,6-Mar-04,"Crime, Drama, Mystery", English,5882401,2800000,US,52
Inspector Gadget,23-Jul-99,"Action, Adventure, Comedy, Family", English,97387965,75000000,US,44
Miss March,13-Mar-09,"Comedy, Romance", English,4713059,6000000,US,55
The Big Sleep,23-Aug-46,"Crime, Mystery, Thriller", English,4900000,1600000,US,77
Dirty Dancing,24-May-17,"Drama, Romance", English,9816585,6000000,US,55
Savage Dog,4-Aug-17,action, English,440492766,110850080,US,52
Firewalker,21-Nov-86,"Action, Adventure, Comedy", English,11949484,18145817.8,US,53
Ted Bundy: American Boogeyman,16-Aug-21,"Thriller, Crime", English,316334440,152400000,US,72
Death Wish V: The Face of Death,14-Jan-94,"Action, Crime, Drama", English,1702394,5000000,US,55
The Messengers,2-Feb-07,"Mystery, Thriller, Horror", English,53774833,16000000,US,57
Warlock: The Armageddon,24-Sep-93,"Fantasy, Horror, Science Fiction, Action", English,3902679,3000000,US,53
Scooby-Doo! and the Gourmet Ghost,28-Aug-18,"Animation, Adventure, Crime, Family, Comedy", English,908565495,235000000,US,82
IO,18-Jan-19,Science Fiction, English,657284045,130200000,US,49
Cube 2: Hypercube,15-Apr-02,"Thriller, Science Fiction, Mystery", English,3563603,7900000,US,55
Chasers,22-Apr-94,"Comedy, Romance", English,1596687,5720000,US,53
5 Headed Shark Attack,30-Jul-17,"Horror, Science Fiction", English,876627992,102300000,US,42
Goodbye World,15-Jun-13,"Drama, Comedy", English,356681368,71800000,US,54
Arthur & Merlin: Knights of Camelot,25-Sep-20,"Adventure, History, Action", English,356470659,132000000,US,53
Lamp Life,31-Jan-20,"Animation, Comedy, Family", English,761987824,90000000,US,73
The Man Who Shot Liberty Valance,22-Apr-62,Western, English,8000000,3200000,US,78
Zombie Shark,20-Jul-15,"Horror, Science Fiction, TV Movie, Action", English,858637629,101800000,US,41
The Flintstones in Viva Rock Vegas,28-Apr-00,"Comedy, Family, Romance", English,59431365,58000000,US,48
Camp Cool Kids,11-Jul-17,family, English,5199,1000000,US,56
Mississippi Burning,8-Dec-88,"Drama, Thriller, Crime, History, Mystery", English,34604000,15000000,US,77
Killers of the Flower Moon,6-Oct-23,"Crime, Drama, Thriller", English,1240262,200000000,US,0
Street Fighter: The Legend of Chun-Li,27-Feb-09,"Action, Adventure, Science Fiction, Thriller", English,12660287,50000000,US,44
Fire with Fire,31-Aug-12,"Action, Crime, Drama, Thriller", English,2500277,20000000,US,57
Witness for the Prosecution,17-Dec-57,"Drama, Mystery, Crime", English,9000000,3000000,US,82
Life After Beth,15-Aug-14,"Romance, Comedy, Horror", English,88273,2400000,US,55
Bingo Hell,1-Oct-21,"Thriller, Horror", English,861755301,92400000,US,49
"No Retreat, No Surrender 2: Raging Thunder",27-Jan-89,action, English,108154,5545817.8,US,53
Scooby-Doo! and the Witch's Ghost,5-Nov-99,"Animation, Comedy, Mystery, Family, Fantasy", English,526368947,117400000,US,74
The Titan,30-Mar-18,"Science Fiction, Thriller", English,2635408,4900000,US,54
Martyrs,22-Jan-16,"Drama, Horror, Thriller, Mystery", English,579414250,136200000,US,53
Hair,14-Mar-79,"Comedy, Drama, Music, Romance, War", English,15313606,11000000,US,73
A Shot in the Dark,23-Jun-64,"Comedy, Crime, Mystery", English,12368234,26185792,US,73
Billionaire Boys Club,3-Aug-18,"Drama, Thriller", English,385100558,109000000,US,57
Half Brothers,4-Dec-20,"Comedy, Drama", English,278794086,83800000,US,76
The Life of David Gale,21-Feb-03,"Drama, Thriller, Crime", English,28920188,50000000,US,74
Big Top Scooby-Doo!,22-Oct-12,"Family, Animation, Comedy, Mystery", English,731676563,149200000,US,79
6-Headed Shark Attack,18-Aug-18,"Horror, Action, Science Fiction, TV Movie", English,470441838,141800000,US,50
Day of the Dead,8-Apr-08,"Horror, Thriller, Action", English,0,18000000,US,52
Day of the Dead,8-Apr-08,"Horror, Thriller, Action", English,34004262,3500000,US,52
Barb Wire,3-May-96,"Science Fiction, Action", English,3793614,3460000,US,40
Fluke,2-Jun-95,"Drama, Adventure, Family", English,211274365,15000000,US,72
A Little Princess,10-May-95,"Drama, Family, Fantasy", English,10015449,17000000,US,76
The Anomaly,4-Jul-14,"Thriller, Action, Science Fiction", English,872039995,167400000,US,49
C.I.Ape,28-Sep-21,"Comedy, Family, Action, Science Fiction", English,544513309,113800000,US,56
Final Analysis,7-Feb-92,"Drama, Thriller, Romance", English,28590665,32000000,US,57
Saints and Soldiers: Airborne Creed,17-Aug-12,"War, Drama, Action", English,608925938,123000000,US,56
Love & Gelato,22-Jun-22,"Romance, Comedy, Drama", English,385649598,122400000,US,54
Weaponized,1-Mar-16,"Thriller, Action, Science Fiction", English,842846356,118800000,US,39
Ghost Shark,22-Aug-13,"Horror, Science Fiction", English,811695751,127400000,US,52
Little Women,21-Dec-94,"Drama, Romance", English,218838386,42000000,US,73
Little Women,21-Dec-94,"Drama, Romance", English,50003303,15000000,US,73
Death Wish 4: The Crackdown,6-Nov-87,"Action, Crime, Drama", English,6880310,5000000,US,57
Dennis the Menace Strikes Again!,14-Jul-98,"Family, Comedy", English,350820991,88400000,US,54
London Fields,26-Oct-18,"Crime, Thriller", English,433732,8000000,US,51
Navy Seals vs. Zombies,8-Oct-15,"Horror, Action", English,56191,1181389,US,49
